,Population_Distribution,Layout,BW,Condition_Sample_Size,Contrast_Size,ART_Con_Num_Sig,Param_Num_Sig,Nonparam_Num_Sig,ART_Omni_Num_Sig,ART_Con_Proportion_Sig,Param_Proportion_Sig,Nonparam_Proportion_Sig,ART_Omni_Proportion_Sig,Num_Trials
536,151,2x2x2,within,32,2,2417,2265,2163,1306,0.671388889,0.629166667,0.600833333,0.362777778,3600
537,151,2x2x2,within,32,3,3717,3519,3596,1280,0.66375,0.628392857,0.642142857,0.228571429,5600
538,151,2x2x2,within,16,1,346,326,278,346,0.551834131,0.519936204,0.44338118,0.551834131,627
539,151,2x2x2,within,16,2,2113,1983,1793,1053,0.561669325,0.527113238,0.476608187,0.279904306,3762
540,151,2x2x2,within,16,3,3268,3057,2934,692,0.558441558,0.522385509,0.501367054,0.118250171,5852
541,151,3x3,between,24,1,839,787,727,839,0.656494523,0.615805947,0.56885759,0.656494523,1278
542,151,3x3,between,24,2,4873,4513,4845,3696,0.635498174,0.588549817,0.631846635,0.48200313,7668
543,151,3x3,between,40,1,829,779,744,829,0.694304858,0.652428811,0.623115578,0.694304858,1194
544,151,3x3,between,40,2,5117,4829,5125,4242,0.714265773,0.674064768,0.715382468,0.592127303,7164
545,151,3x3,between,16,1,710,643,593,710,0.566188198,0.512759171,0.472886762,0.566188198,1254
546,151,3x3,between,16,2,4180,3794,4069,2967,0.555555556,0.504253057,0.540802764,0.394338118,7524
547,151,3x3,between,32,1,788,729,697,788,0.694885362,0.642857143,0.614638448,0.694885362,1134
548,151,3x3,between,32,2,4601,4305,4603,3801,0.676219871,0.632716049,0.676513815,0.558641975,6804
549,151,3x3,between,8,1,473,419,358,473,0.414912281,0.36754386,0.314035088,0.414912281,1140
550,151,3x3,between,8,2,2803,2493,2576,1656,0.409795322,0.364473684,0.376608187,0.242105263,6840
551,151,3x3,within,16,1,688,634,556,688,0.573333333,0.528333333,0.463333333,0.573333333,1200
552,151,3x3,within,16,2,3967,3663,3516,2696,0.550972222,0.50875,0.488333333,0.374444444,7200
553,151,3x3,within,24,1,707,646,600,707,0.640398551,0.585144928,0.543478261,0.640398551,1104
554,151,3x3,within,24,2,4162,3910,3913,3169,0.628321256,0.590277778,0.590730676,0.478411836,6624
555,151,3x3,within,8,1,527,493,388,527,0.448129252,0.419217687,0.329931973,0.448129252,1176
556,151,3x3,within,8,2,3014,2735,2301,1838,0.427154195,0.387613379,0.326105442,0.260487528,7056
557,151,3x3,within,40,1,828,780,738,828,0.715025907,0.67357513,0.637305699,0.715025907,1158
558,151,3x3,within,40,2,4836,4624,4721,3989,0.696027634,0.665515256,0.679476108,0.57412205,6948
559,151,3x3,within,32,1,842,780,729,842,0.658841941,0.610328638,0.570422535,0.658841941,1278
560,151,3x3,within,32,2,5141,4867,4944,4122,0.670448618,0.634715702,0.644757433,0.537558685,7668
561,20,2x2,between,8,1,22,23,20,22,0.053658537,0.056097561,0.048780488,0.053658537,410
562,20,2x2,between,8,2,68,67,69,26,0.055284553,0.054471545,0.056097561,0.021138211,1230
563,20,2x2,between,24,1,22,20,20,22,0.055276382,0.050251256,0.050251256,0.055276382,398
564,20,2x2,between,24,2,49,45,51,23,0.041038526,0.037688442,0.042713568,0.019262982,1194
565,20,2x2,between,40,1,25,19,24,25,0.0625,0.0475,0.06,0.0625,400
566,20,2x2,between,40,2,56,74,61,28,0.046666667,0.061666667,0.050833333,0.023333333,1200
567,20,2x2,between,32,1,23,21,23,23,0.061170213,0.055851064,0.061170213,0.061170213,376
568,20,2x2,between,32,2,63,63,57,20,0.055851064,0.055851064,0.050531915,0.017730496,1128
569,20,2x2,between,16,1,20,18,18,20,0.048076923,0.043269231,0.043269231,0.048076923,416
570,20,2x2,between,16,2,66,56,58,28,0.052884615,0.044871795,0.046474359,0.022435897,1248
571,20,2x2,within,40,1,18,18,21,18,0.042253521,0.042253521,0.049295775,0.042253521,426
572,20,2x2,within,40,2,58,66,62,244,0.045383412,0.051643192,0.048513302,0.190923318,1278
573,20,2x2,within,8,1,13,9,11,13,0.038461538,0.026627219,0.032544379,0.038461538,338
574,20,2x2,within,8,2,58,43,42,65,0.057199211,0.042406312,0.041420118,0.064102564,1014
575,20,2x2,within,32,1,24,18,22,24,0.0625,0.046875,0.057291667,0.0625,384
576,20,2x2,within,32,2,58,51,49,181,0.050347222,0.044270833,0.042534722,0.157118056,1152
577,20,2x2,within,16,1,26,17,26,26,0.064356436,0.042079208,0.064356436,0.064356436,404
578,20,2x2,within,16,2,61,41,63,125,0.050330033,0.033828383,0.051980198,0.103135314,1212
579,20,2x2,within,24,1,25,18,19,25,0.05787037,0.041666667,0.043981481,0.05787037,432
580,20,2x2,within,24,2,68,63,67,206,0.052469136,0.048611111,0.051697531,0.158950617,1296
581,20,2x2x2,between,32,1,18,17,21,18,0.031088083,0.029360967,0.03626943,0.031088083,579
582,20,2x2x2,between,32,2,124,111,132,51,0.035693725,0.031951641,0.037996546,0.014680484,3474
583,20,2x2x2,between,32,3,197,158,190,67,0.036454478,0.029237602,0.035159141,0.012398224,5404
584,20,2x2x2,between,16,1,31,26,31,31,0.054385965,0.045614035,0.054385965,0.054385965,570
585,20,2x2x2,between,16,2,156,155,144,60,0.045614035,0.045321637,0.042105263,0.01754386,3420
586,20,2x2x2,between,16,3,248,258,219,53,0.046616541,0.048496241,0.041165414,0.009962406,5320
587,20,2x2x2,between,40,1,37,37,40,37,0.052039381,0.052039381,0.05625879,0.052039381,711
588,20,2x2x2,between,40,2,235,218,235,99,0.055086732,0.051101735,0.055086732,0.023206751,4266
589,20,2x2x2,between,40,3,329,331,323,102,0.049578059,0.049879445,0.0486739,0.015370705,6636
590,20,2x2x2,between,8,1,30,24,31,30,0.048543689,0.038834951,0.050161812,0.048543689,618
591,20,2x2x2,between,8,2,169,163,153,32,0.045577131,0.043959008,0.041262136,0.008629989,3708
592,20,2x2x2,between,8,3,280,271,279,33,0.048543689,0.046983356,0.048370319,0.005721221,5768
593,20,2x2x2,between,24,1,26,26,29,26,0.049808429,0.049808429,0.055555556,0.049808429,522
594,20,2x2x2,between,24,2,149,135,142,66,0.047573436,0.043103448,0.045338442,0.021072797,3132
595,20,2x2x2,between,24,3,237,234,219,69,0.04864532,0.048029557,0.044950739,0.014162562,4872
596,20,2x2x2,within,40,1,31,28,34,31,0.051926298,0.046901173,0.056951424,0.051926298,597
597,20,2x2x2,within,40,2,190,176,186,556,0.053042993,0.049134562,0.051926298,0.155220547,3582
598,20,2x2x2,within,40,3,323,283,310,978,0.057968413,0.050789663,0.055635319,0.175520459,5572
599,20,2x2x2,within,8,1,41,21,34,41,0.073476703,0.037634409,0.0609319,0.073476703,558
600,20,2x2x2,within,8,2,167,156,148,210,0.049880526,0.046594982,0.044205496,0.062724014,3348
601,20,2x2x2,within,8,3,259,252,183,357,0.049731183,0.048387097,0.035138249,0.068548387,5208
602,20,2x2x2,within,24,1,26,23,22,26,0.040310078,0.035658915,0.034108527,0.040310078,645
603,20,2x2x2,within,24,2,159,165,142,413,0.041085271,0.042635659,0.036692506,0.106718346,3870
604,20,2x2x2,within,24,3,249,277,249,844,0.041362126,0.046013289,0.041362126,0.140199336,6020
605,20,2x2x2,within,32,1,30,26,29,30,0.054945055,0.047619048,0.053113553,0.054945055,546
606,20,2x2x2,within,32,2,181,156,166,430,0.055250305,0.047619048,0.050671551,0.131257631,3276
607,20,2x2x2,within,32,3,283,246,268,798,0.055533752,0.048273155,0.052590267,0.156593407,5096
608,20,2x2x2,within,16,1,30,29,37,30,0.051546392,0.049828179,0.063573883,0.051546392,582
609,20,2x2x2,within,16,2,164,166,179,355,0.04696449,0.047537228,0.051260023,0.101660939,3492
610,20,2x2x2,within,16,3,302,272,254,682,0.055596465,0.050073638,0.046759941,0.125552283,5432
611,20,3x3,between,16,1,54,54,52,54,0.049723757,0.049723757,0.047882136,0.049723757,1086
612,20,3x3,between,16,2,314,323,296,193,0.048189073,0.049570289,0.045426642,0.029619398,6516
613,20,3x3,between,40,1,63,76,65,63,0.049763033,0.060031596,0.051342812,0.049763033,1266
614,20,3x3,between,40,2,373,360,374,239,0.049104792,0.047393365,0.04923644,0.031463928,7596
615,20,3x3,between,8,1,72,63,68,72,0.06557377,0.057377049,0.061930783,0.06557377,1098
616,20,3x3,between,8,2,353,344,319,144,0.053582271,0.052216151,0.048421372,0.021857923,6588
617,20,3x3,between,32,1,76,75,70,76,0.054131054,0.053418803,0.04985755,0.054131054,1404
618,20,3x3,between,32,2,439,466,443,284,0.05211301,0.055318139,0.052587844,0.0337132,8424
619,20,3x3,between,24,1,44,48,40,44,0.038394415,0.041884817,0.034904014,0.038394415,1146
620,20,3x3,between,24,2,301,330,296,170,0.043775451,0.047993019,0.043048284,0.024723677,6876
621,20,3x3,within,24,1,59,61,53,59,0.051483421,0.053228621,0.046247818,0.051483421,1146
622,20,3x3,within,24,2,385,344,347,963,0.055991856,0.050029087,0.050465387,0.140052356,6876
623,20,3x3,within,16,1,54,34,49,54,0.045226131,0.028475712,0.041038526,0.045226131,1194
624,20,3x3,within,16,2,318,276,287,766,0.04438861,0.038525963,0.040061418,0.106923506,7164
625,20,3x3,within,40,1,56,53,57,56,0.04886562,0.046247818,0.04973822,0.04886562,1146
626,20,3x3,within,40,2,358,363,358,1099,0.052065154,0.052792321,0.052065154,0.159831297,6876
627,20,3x3,within,32,1,70,69,70,70,0.057471264,0.056650246,0.057471264,0.057471264,1218
628,20,3x3,within,32,2,353,372,373,1331,0.048303229,0.05090312,0.051039956,0.182129174,7308
629,20,3x3,within,8,1,75,53,60,75,0.06127451,0.043300654,0.049019608,0.06127451,1224
630,20,3x3,within,8,2,383,376,301,599,0.052151416,0.051198257,0.040985839,0.081563181,7344
631,30,2x2,between,8,1,15,8,16,15,0.035211268,0.018779343,0.037558685,0.035211268,426
632,30,2x2,between,8,2,64,48,58,421,0.050078247,0.037558685,0.045383412,0.32942097,1278
633,30,2x2,between,32,1,13,5,14,13,0.033505155,0.012886598,0.036082474,0.033505155,388
634,30,2x2,between,32,2,43,33,47,757,0.036941581,0.028350515,0.040378007,0.650343643,1164
635,30,2x2,between,40,1,18,6,23,18,0.043902439,0.014634146,0.056097561,0.043902439,410
636,30,2x2,between,40,2,67,25,67,879,0.054471545,0.020325203,0.054471545,0.714634146,1230
637,30,2x2,between,24,1,15,10,18,15,0.038265306,0.025510204,0.045918367,0.038265306,392
638,30,2x2,between,24,2,53,39,48,724,0.045068027,0.033163265,0.040816327,0.615646259,1176
639,30,2x2,between,16,1,13,7,20,13,0.033854167,0.018229167,0.052083333,0.033854167,384
640,30,2x2,between,16,2,65,42,59,541,0.056423611,0.036458333,0.051215278,0.469618056,1152
641,30,2x2,within,24,1,21,11,25,21,0.054404145,0.028497409,0.064766839,0.054404145,386
642,30,2x2,within,24,2,79,42,63,654,0.068221071,0.03626943,0.054404145,0.564766839,1158
643,30,2x2,within,32,1,15,11,13,15,0.040983607,0.030054645,0.035519126,0.040983607,366
644,30,2x2,within,32,2,54,40,49,686,0.049180328,0.036429872,0.044626594,0.624772313,1098
645,30,2x2,within,16,1,12,8,18,12,0.030150754,0.020100503,0.045226131,0.030150754,398
646,30,2x2,within,16,2,58,29,40,566,0.048576214,0.024288107,0.033500838,0.474036851,1194
647,30,2x2,within,40,1,17,6,14,17,0.04028436,0.014218009,0.033175355,0.04028436,422
648,30,2x2,within,40,2,71,36,63,878,0.056082148,0.028436019,0.049763033,0.693522907,1266
649,30,2x2,within,8,1,21,9,12,21,0.050480769,0.021634615,0.028846154,0.050480769,416
650,30,2x2,within,8,2,51,41,38,344,0.040865385,0.032852564,0.030448718,0.275641026,1248
651,30,2x2x2,between,32,1,268,11,30,268,0.47771836,0.019607843,0.053475936,0.47771836,561
652,30,2x2x2,between,32,2,152,110,170,2149,0.045157457,0.032679739,0.050505051,0.638443256,3366
653,30,2x2x2,between,32,3,262,416,260,3603,0.050038197,0.079449962,0.049656226,0.688120703,5236
654,30,2x2x2,between,16,1,222,9,23,222,0.395721925,0.016042781,0.040998217,0.395721925,561
655,30,2x2x2,between,16,2,128,94,143,1545,0.038027332,0.027926322,0.04248366,0.459001783,3366
656,30,2x2x2,between,16,3,242,355,245,2694,0.046218487,0.067799847,0.046791444,0.514514897,5236
657,30,2x2x2,between,8,1,212,18,35,212,0.348111658,0.02955665,0.057471264,0.348111658,609
658,30,2x2x2,between,8,2,163,116,174,1024,0.044608648,0.031746032,0.047619048,0.280240832,3654
659,30,2x2x2,between,8,3,256,355,265,1710,0.045038705,0.062456017,0.046622097,0.300844476,5684
660,30,2x2x2,between,40,1,280,16,25,280,0.440251572,0.025157233,0.039308176,0.440251572,636
661,30,2x2x2,between,40,2,155,115,158,2444,0.040618449,0.030136268,0.041404612,0.640461216,3816
662,30,2x2x2,between,40,3,250,399,250,4156,0.042115903,0.067216981,0.042115903,0.700134771,5936
663,30,2x2x2,between,24,1,238,15,24,238,0.375987362,0.023696682,0.037914692,0.375987362,633
664,30,2x2x2,between,24,2,157,147,162,1990,0.041337546,0.038704581,0.042654028,0.523959979,3798
665,30,2x2x2,between,24,3,263,434,258,3479,0.044515911,0.073459716,0.043669601,0.588862559,5908
666,30,2x2x2,within,40,1,300,13,28,300,0.490196078,0.02124183,0.045751634,0.490196078,612
667,30,2x2x2,within,40,2,176,129,176,2394,0.047930283,0.035130719,0.047930283,0.651960784,3672
668,30,2x2x2,within,40,3,267,506,264,4108,0.046743697,0.088585434,0.046218487,0.719187675,5712
669,30,2x2x2,within,24,1,320,12,34,320,0.52545156,0.019704433,0.055829228,0.52545156,609
670,30,2x2x2,within,24,2,155,112,186,2072,0.042419267,0.030651341,0.05090312,0.567049808,3654
671,30,2x2x2,within,24,3,294,451,298,3592,0.051724138,0.079345531,0.052427868,0.631949331,5684
672,30,2x2x2,within,8,1,224,16,30,224,0.382905983,0.027350427,0.051282051,0.382905983,585
673,30,2x2x2,within,8,2,164,115,137,994,0.046723647,0.032763533,0.039031339,0.283190883,3510
674,30,2x2x2,within,8,3,278,408,192,1697,0.050915751,0.074725275,0.035164835,0.310805861,5460
675,30,2x2x2,within,16,1,239,14,28,239,0.386731392,0.022653722,0.045307443,0.386731392,618
676,30,2x2x2,within,16,2,192,129,164,1626,0.051779935,0.034789644,0.044228695,0.438511327,3708
677,30,2x2x2,within,16,3,267,462,247,2953,0.046289875,0.080097087,0.042822469,0.511962552,5768
678,30,2x2x2,within,32,1,226,12,18,226,0.437984496,0.023255814,0.034883721,0.437984496,516
679,30,2x2x2,within,32,2,158,90,130,1916,0.051033592,0.029069767,0.041989664,0.618863049,3096
680,30,2x2x2,within,32,3,225,368,221,3176,0.046719269,0.07641196,0.045888704,0.659468439,4816
681,30,3x3,between,40,1,388,25,51,388,0.373795761,0.024084778,0.049132948,0.373795761,1038
682,30,3x3,between,40,2,302,483,303,4347,0.048490687,0.077552987,0.048651252,0.697976879,6228
683,30,3x3,between,16,1,431,44,83,431,0.309626437,0.031609195,0.059626437,0.309626437,1392
684,30,3x3,between,16,2,406,815,381,4713,0.048611111,0.097581418,0.045617816,0.564295977,8352
685,30,3x3,between,24,1,367,34,55,367,0.315292096,0.029209622,0.047250859,0.315292096,1164
686,30,3x3,between,24,2,354,654,323,4247,0.050687285,0.093642612,0.046248568,0.608104238,6984
687,30,3x3,between,32,1,453,33,66,453,0.362980769,0.026442308,0.052884615,0.362980769,1248
688,30,3x3,between,32,2,393,690,372,5017,0.052483974,0.092147436,0.049679487,0.670005342,7488
689,30,3x3,between,8,1,272,26,55,272,0.234887737,0.022452504,0.047495682,0.234887737,1158
690,30,3x3,between,8,2,343,618,333,2373,0.049366724,0.088946459,0.047927461,0.341537133,6948
691,30,3x3,within,40,1,391,26,49,391,0.344797178,0.02292769,0.043209877,0.344797178,1134
692,30,3x3,within,40,2,310,594,332,4674,0.045561434,0.087301587,0.048794827,0.686948854,6804
693,30,3x3,within,16,1,330,27,65,330,0.272277228,0.022277228,0.053630363,0.272277228,1212
694,30,3x3,within,16,2,427,636,348,3557,0.058718372,0.087458746,0.047854785,0.489136414,7272
695,30,3x3,within,24,1,409,32,74,409,0.335796388,0.026272578,0.060755337,0.335796388,1218
696,30,3x3,within,24,2,355,693,379,4521,0.048576902,0.094827586,0.051860974,0.61863711,7308
697,30,3x3,within,8,1,306,32,55,306,0.267015707,0.027923211,0.047993019,0.267015707,1146
698,30,3x3,within,8,2,370,637,276,2463,0.053810355,0.09264107,0.040139616,0.358202443,6876
699,30,3x3,within,32,1,464,35,60,464,0.375404531,0.028317152,0.048543689,0.375404531,1236
700,30,3x3,within,32,2,416,658,360,5217,0.05609493,0.088727077,0.048543689,0.703478964,7416
701,40,2x2,between,8,1,23,13,16,23,0.05399061,0.030516432,0.037558685,0.05399061,426
702,40,2x2,between,8,2,56,49,52,12,0.043818466,0.038341158,0.040688576,0.009389671,1278
703,40,2x2,between,32,1,20,25,21,20,0.051546392,0.06443299,0.054123711,0.051546392,388
704,40,2x2,between,32,2,47,50,44,21,0.040378007,0.042955326,0.037800687,0.018041237,1164
705,40,2x2,between,40,1,19,17,17,19,0.046341463,0.041463415,0.041463415,0.046341463,410
706,40,2x2,between,40,2,62,50,61,25,0.050406504,0.040650407,0.049593496,0.020325203,1230
707,40,2x2,between,24,1,13,11,11,13,0.033163265,0.028061224,0.028061224,0.033163265,392
708,40,2x2,between,24,2,47,43,37,34,0.039965986,0.036564626,0.031462585,0.028911565,1176
709,40,2x2,between,16,1,11,14,15,11,0.028645833,0.036458333,0.0390625,0.028645833,384
710,40,2x2,between,16,2,62,55,60,36,0.053819444,0.047743056,0.052083333,0.03125,1152
711,40,2x2,within,24,1,21,17,16,21,0.054123711,0.043814433,0.041237113,0.054123711,388
712,40,2x2,within,24,2,46,44,57,33,0.0395189,0.037800687,0.048969072,0.028350515,1164
713,40,2x2,within,32,1,22,14,23,22,0.06043956,0.038461538,0.063186813,0.06043956,364
714,40,2x2,within,32,2,63,56,58,25,0.057692308,0.051282051,0.053113553,0.022893773,1092
715,40,2x2,within,16,1,15,15,17,15,0.037313433,0.037313433,0.042288557,0.037313433,402
716,40,2x2,within,16,2,59,56,50,16,0.048922056,0.046434494,0.04145937,0.013266998,1206
717,40,2x2,within,40,1,17,19,15,17,0.040669856,0.045454545,0.035885167,0.040669856,418
718,40,2x2,within,40,2,84,66,73,28,0.066985646,0.052631579,0.058213716,0.022328549,1254
719,40,2x2,within,8,1,20,21,18,20,0.048780488,0.051219512,0.043902439,0.048780488,410
720,40,2x2,within,8,2,65,50,43,26,0.052845528,0.040650407,0.03495935,0.021138211,1230
721,40,2x2x2,between,32,1,29,29,26,29,0.051693405,0.051693405,0.046345811,0.051693405,561
722,40,2x2x2,between,32,2,155,152,152,56,0.046048723,0.045157457,0.045157457,0.016636958,3366
723,40,2x2x2,between,32,3,243,236,236,76,0.046409473,0.045072574,0.045072574,0.014514897,5236
724,40,2x2x2,between,16,1,27,28,29,27,0.048128342,0.049910873,0.051693405,0.048128342,561
725,40,2x2x2,between,16,2,175,177,173,78,0.051990493,0.05258467,0.051396316,0.023172906,3366
726,40,2x2x2,between,16,3,280,300,250,90,0.053475936,0.057295646,0.047746371,0.017188694,5236
727,40,2x2x2,between,8,1,33,27,30,33,0.054187192,0.044334975,0.049261084,0.054187192,609
728,40,2x2x2,between,8,2,177,181,173,25,0.048440066,0.049534756,0.047345375,0.006841817,3654
729,40,2x2x2,between,8,3,253,288,262,28,0.044510908,0.050668543,0.0460943,0.004926108,5684
730,40,2x2x2,between,40,1,31,29,27,31,0.048742138,0.045597484,0.04245283,0.048742138,636
731,40,2x2x2,between,40,2,201,185,200,81,0.052672956,0.048480084,0.052410901,0.021226415,3816
732,40,2x2x2,between,40,3,284,296,292,119,0.047843666,0.049865229,0.049191375,0.02004717,5936
733,40,2x2x2,between,24,1,35,27,35,35,0.055292259,0.042654028,0.055292259,0.055292259,633
734,40,2x2x2,between,24,2,166,162,178,88,0.043707214,0.042654028,0.046866772,0.02317009,3798
735,40,2x2x2,between,24,3,256,259,253,133,0.043331077,0.043838863,0.04282329,0.022511848,5908
736,40,2x2x2,within,40,1,33,31,35,33,0.053658537,0.050406504,0.056910569,0.053658537,615
737,40,2x2x2,within,40,2,171,181,176,73,0.046341463,0.049051491,0.047696477,0.019783198,3690
738,40,2x2x2,within,40,3,273,292,263,89,0.047560976,0.05087108,0.045818815,0.015505226,5740
739,40,2x2x2,within,24,1,31,23,26,31,0.049679487,0.036858974,0.041666667,0.049679487,624
740,40,2x2x2,within,24,2,178,169,177,113,0.047542735,0.045138889,0.047275641,0.030181624,3744
741,40,2x2x2,within,24,3,293,295,279,139,0.050309066,0.050652473,0.04790522,0.023866758,5824
742,40,2x2x2,within,8,1,27,20,25,27,0.046632124,0.034542314,0.043177893,0.046632124,579
743,40,2x2x2,within,8,2,153,145,129,42,0.044041451,0.04173863,0.037132988,0.01208981,3474
744,40,2x2x2,within,8,3,247,248,183,51,0.045706884,0.045891932,0.033863805,0.009437454,5404
745,40,2x2x2,within,16,1,22,23,23,22,0.035772358,0.037398374,0.037398374,0.035772358,615
746,40,2x2x2,within,16,2,168,174,163,87,0.045528455,0.047154472,0.044173442,0.023577236,3690
747,40,2x2x2,within,16,3,288,298,252,97,0.050174216,0.051916376,0.043902439,0.016898955,5740
748,40,2x2x2,within,32,1,23,25,26,23,0.044573643,0.048449612,0.050387597,0.044573643,516
749,40,2x2x2,within,32,2,164,135,141,71,0.052971576,0.043604651,0.045542636,0.022932817,3096
750,40,2x2x2,within,32,3,226,198,211,77,0.04692691,0.041112957,0.043812292,0.015988372,4816
751,40,3x3,between,40,1,47,46,49,47,0.045279383,0.044315992,0.047206166,0.045279383,1038
752,40,3x3,between,40,2,333,306,326,178,0.053468208,0.049132948,0.052344252,0.028580604,6228
753,40,3x3,between,16,1,58,60,56,58,0.041666667,0.043103448,0.040229885,0.041666667,1392
754,40,3x3,between,16,2,392,413,381,211,0.046934866,0.049449234,0.045617816,0.02526341,8352
755,40,3x3,between,24,1,63,67,66,63,0.054123711,0.057560137,0.056701031,0.054123711,1164
756,40,3x3,between,24,2,353,364,339,153,0.050544101,0.052119129,0.048539519,0.021907216,6984
757,40,3x3,between,32,1,68,76,69,68,0.054487179,0.060897436,0.055288462,0.054487179,1248
758,40,3x3,between,32,2,375,430,359,217,0.050080128,0.057425214,0.047943376,0.028979701,7488
759,40,3x3,between,8,1,57,57,58,57,0.049222798,0.049222798,0.050086356,0.049222798,1158
760,40,3x3,between,8,2,364,396,362,147,0.052389177,0.056994819,0.052101324,0.021157168,6948
761,40,3x3,within,40,1,62,52,50,62,0.053540587,0.044905009,0.043177893,0.053540587,1158
762,40,3x3,within,40,2,357,341,349,176,0.051381693,0.049078872,0.050230282,0.025331031,6948
763,40,3x3,within,16,1,68,59,71,68,0.056384743,0.048922056,0.058872305,0.056384743,1206
764,40,3x3,within,16,2,357,395,329,194,0.04933665,0.05458817,0.045467109,0.026810392,7236
765,40,3x3,within,24,1,67,65,68,67,0.055280528,0.053630363,0.056105611,0.055280528,1212
766,40,3x3,within,24,2,398,434,389,198,0.054730473,0.059680968,0.053492849,0.027227723,7272
767,40,3x3,within,8,1,55,54,52,55,0.047993019,0.047120419,0.045375218,0.047993019,1146
768,40,3x3,within,8,2,376,376,293,157,0.054682955,0.054682955,0.042611984,0.022833042,6876
769,40,3x3,within,32,1,68,61,63,68,0.055555556,0.049836601,0.051470588,0.055555556,1224
770,40,3x3,within,32,2,404,404,394,204,0.055010893,0.055010893,0.053649237,0.027777778,7344
771,50,2x2,between,8,1,21,18,15,21,0.050480769,0.043269231,0.036057692,0.050480769,416
772,50,2x2,between,8,2,49,49,47,9,0.039262821,0.039262821,0.037660256,0.007211538,1248
773,50,2x2,between,24,1,21,14,18,21,0.052238806,0.034825871,0.044776119,0.052238806,402
774,50,2x2,between,24,2,54,59,51,12,0.044776119,0.048922056,0.042288557,0.009950249,1206
775,50,2x2,between,40,1,13,12,14,13,0.033678756,0.031088083,0.03626943,0.033678756,386
776,50,2x2,between,40,2,44,43,43,3,0.037996546,0.037132988,0.037132988,0.002590674,1158
777,50,2x2,between,32,1,27,28,26,27,0.066831683,0.069306931,0.064356436,0.066831683,404
778,50,2x2,between,32,2,67,62,59,9,0.055280528,0.051155116,0.048679868,0.007425743,1212
779,50,2x2,between,16,1,19,23,20,19,0.048469388,0.058673469,0.051020408,0.048469388,392
780,50,2x2,between,16,2,58,53,46,12,0.049319728,0.045068027,0.039115646,0.010204082,1176
781,50,2x2,within,32,1,16,18,20,16,0.041450777,0.046632124,0.051813472,0.041450777,386
782,50,2x2,within,32,2,41,52,47,3,0.035405872,0.044905009,0.040587219,0.002590674,1158
783,50,2x2,within,16,1,20,16,17,20,0.051020408,0.040816327,0.043367347,0.051020408,392
784,50,2x2,within,16,2,46,44,44,4,0.039115646,0.037414966,0.037414966,0.003401361,1176
785,50,2x2,within,24,1,15,18,17,15,0.0390625,0.046875,0.044270833,0.0390625,384
786,50,2x2,within,24,2,51,52,49,11,0.044270833,0.045138889,0.042534722,0.009548611,1152
787,50,2x2,within,8,1,17,18,18,17,0.039719626,0.042056075,0.042056075,0.039719626,428
788,50,2x2,within,8,2,72,47,46,2,0.056074766,0.036604361,0.035825545,0.001557632,1284
789,50,2x2,within,40,1,17,17,20,17,0.0425,0.0425,0.05,0.0425,400
790,50,2x2,within,40,2,57,61,55,9,0.0475,0.050833333,0.045833333,0.0075,1200
791,50,2x2x2,between,16,1,33,33,30,33,0.051401869,0.051401869,0.046728972,0.051401869,642
792,50,2x2x2,between,16,2,220,203,202,66,0.057113188,0.052699896,0.052440291,0.017133956,3852
793,50,2x2x2,between,16,3,347,351,308,6,0.057910547,0.058578104,0.051401869,0.001001335,5992
794,50,2x2x2,between,40,1,31,33,30,31,0.050161812,0.053398058,0.048543689,0.050161812,618
795,50,2x2x2,between,40,2,187,191,176,29,0.050431499,0.051510248,0.047464941,0.007820928,3708
796,50,2x2x2,between,40,3,281,289,278,10,0.04871706,0.050104022,0.048196949,0.001733703,5768
797,50,2x2x2,between,8,1,32,29,31,32,0.054145516,0.049069374,0.052453469,0.054145516,591
798,50,2x2x2,between,8,2,168,168,162,18,0.047377327,0.047377327,0.045685279,0.005076142,3546
799,50,2x2x2,between,8,3,302,288,305,11,0.054749819,0.052211748,0.055293691,0.001994199,5516
800,50,2x2x2,between,32,1,37,37,37,37,0.056835637,0.056835637,0.056835637,0.056835637,651
801,50,2x2x2,between,32,2,166,182,160,20,0.04249872,0.046594982,0.040962622,0.005120328,3906
802,50,2x2x2,between,32,3,279,290,270,9,0.045918367,0.047728769,0.04443713,0.001481238,6076
803,50,2x2x2,between,24,1,27,25,29,27,0.054216867,0.050200803,0.058232932,0.054216867,498
804,50,2x2x2,between,24,2,135,157,148,23,0.045180723,0.052543507,0.049531459,0.007697456,2988
805,50,2x2x2,between,24,3,251,246,229,8,0.054001721,0.05292599,0.049268503,0.00172117,4648
806,50,2x2x2,within,40,1,25,26,24,25,0.040257649,0.041867955,0.038647343,0.040257649,621
807,50,2x2x2,within,40,2,160,157,150,19,0.042941492,0.042136339,0.040257649,0.005099302,3726
808,50,2x2x2,within,40,3,241,249,257,0,0.0415804,0.042960663,0.044340925,0,5796
809,50,2x2x2,within,24,1,29,35,31,29,0.050086356,0.06044905,0.053540587,0.050086356,579
810,50,2x2x2,within,24,2,176,181,173,28,0.050662061,0.052101324,0.049798503,0.008059873,3474
811,50,2x2x2,within,24,3,277,277,270,3,0.051258327,0.051258327,0.04996299,0.000555144,5404
812,50,2x2x2,within,16,1,33,30,28,33,0.058201058,0.052910053,0.049382716,0.058201058,567
813,50,2x2x2,within,16,2,164,190,186,23,0.048206937,0.0558495,0.054673721,0.006760729,3402
